CaseID,ActivityID,timestamp,related_objects
990032,9,2019-05-24 09:31:49,880127:880124:880125:880126
990032,7,2019-05-24 13:40:11,880126:880125:880127:880124
990032,4,2019-06-13 13:40:11,880147:880208:880210:880126:880209:880274:880202:660012:880204:880080:880201:880127:880081:660026:880276:880079:660042:880203:880207:880125:880124
990032,21,2019-06-25 10:19:21,880147:880208:880210:880126:880209:880274:880202:660012:880204:880080:880201:880127:880081:660026:880276:880079:660042:880203:880207:880125:880124
990033,9,2019-05-24 11:23:25,880129:880128
990033,7,2019-05-24 11:59:26,880129:880128
990033,21,2019-05-24 17:07:14,880129:880128
990034,9,2019-05-24 13:06:38,880133:880131:880132:880134:880130
990034,7,2019-05-24 17:21:57,880133:880134:880130:880131:880132
990034,4,2019-06-13 17:21:57,880175:880130:880085:660031:880131:880083:880133:880084:880321:880134:880082:660014:880132:880319:880087
990034,4,2019-07-03 17:21:57,880175:880130:880085:660031:880131:880083:880133:880084:880321:880134:880082:660014:880132:880319:880087
990034,21,2019-07-08 08:33:45,880175:880130:880085:660031:880131:880083:880133:880084:880321:880134:880082:660014:880132:880319:880087
990035,9,2019-05-24 14:33:03,880137:880135:880138:880136
990035,7,2019-05-28 10:25:46,880135:880138:880136:880137
990035,21,2019-05-28 11:34:27,880135:880138:880136:880137
990036,9,2019-05-24 16:25:54,880142:880143:880141:880144:880140:880139
990036,7,2019-05-24 20:19:52,880143:880144:880142:880141:880140:880139
990036,4,2019-06-13 20:19:52,880144:880142:880141:880180:880221:880037:880034:880044:880052:880029:880222:880143:880179:880046:660027:880042:880039:880272:660013:880140:880139
990036,21,2019-06-17 11:48:14,880144:880142:880141:880180:880221:880037:880034:880044:880052:880029:880222:880143:880179:880046:660027:880042:880039:880272:660013:880140:880139
990037,9,2019-05-24 18:11:35,880145
990037,7,2019-05-24 20:04:02,880145
990037,4,2019-06-13 20:04:02,880145
990037,21,2019-06-21 09:28:04,880559:880558:880145:660077:880194:880427:880534:880536:880533:880424
990038,9,2019-05-24 20:14:20,880146
990038,7,2019-05-29 14:04:13,880057:880054:660008:880074:880058:880146:880076:880110:880056:880075
990038,21,2019-06-17 10:13:20,880057:880054:660008:880074:880058:880146:880076:880110:880056:880075
990039,9,2019-05-24 23:08:15,880147
990039,7,2019-05-27 08:38:54,880147
990039,21,2019-06-07 11:25:11,880147:880274:880127:880124:660042
990040,9,2019-05-25 21:24:33,880149:880148
990040,7,2019-05-27 14:16:09,880149:880148
990040,4,2019-06-16 14:16:09,660010:880090:880148:880091:880149:880089:880123:880092:880088
990040,21,2019-06-24 11:26:35,660010:880547:880577:880090:880601:880608:880091:880123:880092:880609:880604:880148:660081:880149:880089:880544:880576:880545:880088
990041,9,2019-05-26 21:36:54,880154:880150:880152:880156:880153:880151:880155
990041,7,2019-05-27 12:03:03,880154:880150:880152:880153:880155:880156:880151
990041,4,2019-06-16 12:03:03,880421:880434:880152:880096:880419:880445:880094:660011:880151:880436:880095:880154:880150:880153:880155:880433:880156:660054:660025:880437
990041,21,2019-06-20 15:33:16,880421:880434:880152:880096:880419:880445:880094:660011:880151:880436:880095:880154:880150:880153:880155:880433:880156:660054:660025:880437
990042,9,2019-05-27 09:30:58,880160:880161:880163:880157:880162:880159:880158
990042,7,2019-05-27 17:54:51,880161:880163:880159:880158:880160:880157:880162
990042,4,2019-06-16 17:54:51,880451:880447:880158:880448:880518:880246:660069:880353:880163:880452:880245:880157:880162:880015:880345:880348:880159:880349:880515:880350:880160:880517:880453:660009:660041:880519:880016:880516:880346:880161:660024:880351
990042,21,2019-06-20 09:40:09,880451:880447:880158:880448:880518:880246:660069:880353:880163:880452:880245:880157:880162:880015:880345:880348:880159:880349:880515:880350:880160:880517:880453:660009:660041:880519:880016:880516:880346:880161:660024:880351
990043,9,2019-05-27 11:21:43,880165:880167:880166:880164
990043,7,2019-05-28 11:50:36,880166:880167:880164:880165
990043,21,2019-06-07 10:09:00,880166:660022:880167:880035:880183:880184:880164:880165
990044,9,2019-05-27 13:03:14,880173:880174:880170:880171:880172:880168:880169
990044,7,2019-05-28 16:30:03,880173:880170:880172:880169:880171:880174:880168
990044,21,2019-05-29 17:50:05,880173:880170:880172:880169:880171:880174:880168
990045,9,2019-05-27 14:26:15,880175:880176:880177
990045,7,2019-05-27 16:50:41,880175:880176:880177
990045,21,2019-06-03 12:26:24,880175:880133:880084:880176:880087:880134:880085:880083:880131:880082:660014:880177
990046,9,2019-05-27 16:12:18,880179:880180:880178
990046,7,2019-05-29 08:30:54,880034:880143:880179:880046:880178:880042:880039:880180:660013:880037:880044:880052:880140:880139
990046,21,2019-06-05 16:50:18,880180:880284:880034:880037:880044:880052:880340:880342:880045:880143:880179:880046:880178:880042:660039:880039:660013:880140:880139
990047,9,2019-05-27 17:44:23,880184:880183:880181:880182
990047,7,2019-05-28 15:30:21,880181:880182:880183:880184
990047,21,2019-05-29 16:05:52,880181:880182:880183:880184
990048,9,2019-05-27 19:52:44,880186:880187:880188:880189:880190:880185
990048,7,2019-05-28 18:21:13,880186:880187:880188:880189:880190:880185
990048,21,2019-05-29 10:23:08,880186:880187:880188:880189:880190:880185
990049,9,2019-05-27 23:25:03,880192:880193:880191:880194
990049,7,2019-05-28 16:48:38,880191:880192:880194:880193
990049,21,2019-05-30 09:32:50,880191:880192:880194:880193
990050,9,2019-05-28 09:21:38,880197:880195:880196:880198
990050,7,2019-05-29 16:14:33,880197:880195:880198:880196
990050,21,2019-06-05 11:38:24,880300:880197:880205:880135:880138:880294:880198:880136:880206:880296:880295:880298:880196:880299:880195:880293:880137:660034:660019
990051,9,2019-05-28 11:03:03,880200:880199
990051,7,2019-05-29 15:52:29,880200:880199
990051,4,2019-06-18 15:52:29,880213:880199:660028:880212:880235:880214:880236:880200
990051,21,2019-06-20 11:19:33,880213:880199:660028:880212:880235:880214:880236:880200
990052,9,2019-05-28 12:25:54,880202:880203:880204:880201
990052,7,2019-05-29 15:28:13,880079:880203:880202:880080:660012:880204:880125:880201:880081
990052,21,2019-06-03 10:34:21,880208:880210:880126:880209:880202:660012:880204:880080:880201:880081:660026:880276:880079:880203:880207:880125
990053,9,2019-05-28 14:11:35,880206:880205
990053,7,2019-05-29 16:29:38,880206:880205
990053,21,2019-06-05 13:50:33,880197:880205:880195:880138:880136:880206:880137:660019
990054,9,2019-05-28 15:42:58,880208:880210:880207:880209
990054,7,2019-05-29 10:08:32,880208:880210:880209:880207
990054,21,2019-05-30 10:15:05,880208:880210:880209:880207
990055,9,2019-05-28 17:45:43,880213:880214:880212:880215:880211
990055,7,2019-05-29 10:27:42,880213:880212:880215:880214:880211
990055,21,2019-05-30 15:51:02,880213:880212:880215:880214:880211
990056,9,2019-05-28 19:56:44,880217:880216:880218:880219:880220
990056,7,2019-05-29 15:23:52,880219:880220:880217:880218:880216
990056,21,2019-05-31 15:34:57,880186:880219:880232:880220:880190:880218:880216:660020:880187:880188:880233:880229:880217:880066
990057,9,2019-05-28 23:33:03,880222:880221
990057,7,2019-05-29 11:09:46,880222:880221
990057,21,2019-05-30 16:16:54,880222:880221
990058,9,2019-05-29 09:31:14,880224:880223
990058,7,2019-05-29 11:49:55,880224:880223
990058,21,2019-05-30 10:13:37,880224:880223
990059,9,2019-05-29 11:22:16,880225:880226
990059,7,2019-05-30 09:38:47,880225:880226
990059,21,2019-06-14 15:35:32,880225:660035:880270:880269:880268:880267:880226:880265
990060,9,2019-05-29 13:04:19,880229:880227:880228
990060,7,2019-05-30 09:16:40,880186:880227:880187:880232:880188:880219:880233:880229:880220:880190:880066:880228:880218:660020
990060,21,2019-06-06 14:44:36,880186:880227:880232:880219:880220:880190:880218:660032:880306:660020:880187:880188:880233:880229:880237:880217:880066:880228:880185:880307
990061,9,2019-05-29 14:28:25,880230:880232:880233:880231
990061,7,2019-05-31 13:38:24,880186:880187:880232:880219:880233:880188:880229:880220:880190:880231:880230:880066:880218:660020
990061,21,2019-06-06 13:29:09,880186:660045:880232:880219:880189:880220:880190:880238:880218:660020:880310:880187:880233:880188:880229:880231:880230:880066
990062,9,2019-05-29 16:16:38,880236:880235:880234
990062,7,2019-05-29 21:19:02,880236:880235:880234
990062,21,2019-06-03 08:49:00,880236:880235:880234
990063,9,2019-05-29 17:53:03,880238:880237
990063,7,2019-05-30 12:51:13,880238:880237
990063,21,2019-06-13 10:37:49,880310:880227:660045:880189:880237:880231:880217:880238:880307:660032:880185:880306
990064,9,2019-05-29 20:18:44,880241:880239:880243:880242:880244:880240
990064,7,2019-05-30 16:54:53,880241:880243:880242:880244:880240:880239
990064,21,2019-06-06 10:43:00,880241:880055:880243:880358:880242:880111:880244:880240:660030:660044:880239
990065,9,2019-05-29 23:17:03,880245:880246
990065,7,2019-05-30 14:38:58,880245:880246
990065,4,2019-06-19 14:38:58,880353:880346:880345:880348:880163:880349:660024:880351:880246:880350:880160:880245:880157:660041
990065,4,2019-07-09 14:38:58,880353:880346:880345:880348:880163:880349:660024:880351:880246:880350:880160:880245:880157:660041
990065,21,2019-07-09 16:59:01,880353:880346:880345:880348:880163:880349:660024:880351:880246:880350:880160:880245:880157:660041
990066,9,2019-05-30 09:12:02,880250:880247:880248:880251:880249
990066,7,2019-05-31 10:22:31,880251:880249:880250:880247:880248
990066,4,2019-06-20 10:22:31,880418:880417:880362:880363:880385:880251:880249:880410:880247:880414:880093:660062:880413:660033:880415:880250:880248
990066,21,2019-07-04 16:02:50,880418:880417:880362:880363:880385:880251:880249:880410:880247:880414:880093:660062:880413:660033:880415:880250:880248
990067,9,2019-05-30 10:43:52,880255:880252:880254:880259:880257:880258:880253:880256:880260
990067,7,2019-05-30 20:52:38,880255:880252:880254:880259:880257:880258:880253:880256:880260
990067,4,2019-06-19 20:52:38,880255:880252:880116:880333:880257:880258:880259:880329:880256:880260:880330:660029:880254:880331:880328:880253:880335:660043
990067,21,2019-06-26 10:54:53,880701:880252:880255:880723:880116:880333:880257:880258:880259:880329:880693:880256:880260:880330:880649:660029:880718:880254:880722:880651:880331:880720:880328:880253:880335:880570:660110:660043
990068,9,2019-05-30 12:47:31,880263:880261:880264:880262
990068,7,2019-05-30 14:01:50,880263:880264:880261:880262
990068,21,2019-06-03 15:00:23,880263:880264:880261:880262
990069,9,2019-05-30 14:54:49,880266:880269:880265:880268:880267:880271:880270
990069,7,2019-05-31 19:40:05,880271:880270:880266:880269:880268:880267:880265
990069,21,2019-06-05 17:28:24,660035:880271:880270:880266:880269:880268:880267:880265:880226
990070,9,2019-05-30 17:09:26,880273:880272
990070,7,2019-05-31 13:54:42,880273:880272
990070,21,2019-05-31 21:00:56,880273:880144:660027:880142:880141:880272:880221:880029:880222
990071,9,2019-05-30 18:38:39,880276:880274:880275
990071,7,2019-05-31 18:35:12,880276:660026:880208:880203:880210:880126:880209:880274:880207:880201:880204:880275
990071,21,2019-06-03 15:35:15,880276:880208:660026:880210:880203:880126:880209:880274:880207:880275:880204:880201
990072,9,2019-05-30 21:35:32,880277:880279:880278
990072,7,2019-05-31 17:26:51,880277:880278:880279
990072,21,2019-06-06 10:24:40,880277:880278:880312:880311:880313:660040:880279
990073,9,2019-05-31 05:51:06,880282:880283:880280:880281
990073,7,2019-06-03 13:34:02,880282:880280:880283:880281
990073,21,2019-06-04 14:36:40,880282:880280:880283:880281
990074,9,2019-05-31 10:28:00,880284
990074,7,2019-05-31 10:51:25,880284
990074,21,2019-06-05 16:55:47,660039:880045:880284:880340:880342:880178
990075,9,2019-05-31 12:15:47,880288:880287:880286:880289:880285
990075,7,2019-06-05 09:29:25,880288:880286:880289:880261:880287:880102:880285:660036
990075,21,2019-06-12 13:46:38,880396:880286:880392:880393:880376:880289:880394:880262:880381:880391:880001:880285:880484:880288:880263:660064:880264:880378:880379:880377:880261:880390:880287:880102:660049:880485:660036
990076,9,2019-05-31 13:51:22,880290:880292:880294:880291:880293
990076,7,2019-05-31 18:38:01,880290:880292:880294:880293:880291
990076,21,2019-06-03 10:59:11,880290:880292:880294:880293:880291
990077,9,2019-05-31 16:02:31,880300:880299:880298:880296:880295:880297
990077,7,2019-05-31 16:28:32,880300:880299:880296:880295:880298:880297
990077,4,2019-06-20 16:28:32,880300:880483:880135:880294:880481:880296:880295:880298:660073:880196:880460:880297:880290:880299:880479:880293:660034:880482
990077,21,2019-06-27 12:17:52,880300:880483:880135:880294:880481:880296:880295:880298:660073:880196:880460:880297:880290:880299:880479:880293:660034:880482
990078,9,2019-05-31 17:24:50,880304:880302:880303:880301
990078,7,2019-06-05 16:25:06,880304:660037:880301:880325:880324:880280:880282:880302:880303:880283:880281
990078,21,2019-06-06 12:39:59,880304:660037:880301:880325:880324:880280:880282:880302:880303:880283:880281
990079,9,2019-05-31 19:09:27,880310:880309:880307:880305:880306:880308
990079,7,2019-06-03 16:08:44,880310:880309:880305:880308:880306:880307
990079,21,2019-06-05 10:48:11,880310:880309:880227:880305:880237:880308:880217:880306:660032:880185:880307
990080,9,2019-05-31 21:58:29,880312:880311:880313
990080,7,2019-06-03 11:08:16,880312:880311:880313
990080,4,2019-06-23 11:08:16,880312:880311:880313:660040:880279
990080,21,2019-06-25 18:48:07,880312:880311:880313:660040:880279
990081,9,2019-06-01 15:50:48,880315:880316:880317:880314
990081,7,2019-06-03 12:13:48,880317:880314:880315:880316
990081,21,2019-06-03 16:17:22,880317:880314:880315:880316
990082,9,2019-06-02 16:35:30,880318:880322:880320:880321:880319
990082,7,2019-06-04 15:34:40,880318:880321:880130:660031:880322:880320:880132:880319
990082,4,2019-06-24 15:34:40,880368:880130:660031:880370:880132:880177:880318:880321:880369:880319:880322:880320:880371:880086:660046
990082,4,2019-07-14 15:34:40,880368:880130:660031:880370:880132:880177:880318:880321:880369:880319:880322:880320:880371:880086:660046
990082,21,2019-07-23 15:44:45,880368:880130:660031:880370:880132:880177:880318:880321:880369:880319:880322:880320:880371:880086:660046
990083,9,2019-06-03 08:44:59,880323:880325:880324
990083,7,2019-06-03 10:43:21,880323:880325:880324
990083,21,2019-06-05 13:26:51,880304:660037:880301:880325:880324:880280:880323:880282:880302:880283:880281
990084,9,2019-06-03 10:57:16,880327:880332:880334:880333:880331:880328:880326:880335:880329:880330
990084,7,2019-06-03 13:55:54,880327:880332:880333:880326:880329:880330:880334:880331:880328:880335
990084,21,2019-06-05 13:48:36,880327:880332:880333:880326:880329:880330:880334:880331:880328:880335
990085,9,2019-06-03 13:14:19,880337:880336
990085,7,2019-06-04 13:59:35,880337:880336
990085,4,2019-06-24 13:59:35,880230:880337:660059:880336
990085,4,2019-07-14 13:59:35,880230:880337:660059:880336
990085,21,2019-07-17 12:08:04,880337:881303:660188:880840:880230:660059:880336
990086,9,2019-06-03 14:48:26,880339:880338:880340:880341:880342
990086,7,2019-06-04 10:12:11,880339:880340:880338:880341:880342
990086,21,2019-06-07 09:37:05,880339:880045:880178:660039:880284:880338:880340:880341:880342
990087,9,2019-06-03 16:56:39,880347:880352:880346:880345:880348:880343:880349:880351:880350:880344
990087,7,2019-06-03 22:22:53,880352:880345:880348:880349:880350:880344:880347:880346:880343:880351
990087,21,2019-06-17 15:48:27,880352:880450:880345:880348:880349:880350:880454:660041:880344:880449:880347:880455:880353:880346:880343:880351:880245:660056:880157
990088,9,2019-06-03 19:13:05,880353
990088,7,2019-06-04 18:56:33,880353
990088,21,2019-06-07 11:16:22,880353:880346:880345:880348:880349:880351:880350:880245:880157:660041
990089,9,2019-06-03 22:05:45,880356:880354:880355
990089,7,2019-06-04 13:49:03,880356:880354:880355
990089,21,2019-06-04 16:28:40,880356:880354:880355
990090,9,2019-06-04 07:52:24,880357:880359:880360:880358
990090,7,2019-06-07 10:06:56,880359:880055:880360:880241:880243:880358:880357:660044
990090,21,2019-06-17 10:49:14,880359:880241:880571:880397:880243:880242:880575:880487:880399:880612:660075:660044:880398:880613:880055:880360:880358:880593:660058:880357:880400:880597:880574
990091,9,2019-06-04 10:41:26,880363:880361:880362:880364
990091,7,2019-06-04 18:16:27,880362:880363:880364:880361
990091,21,2019-06-07 12:28:31,880362:880384:880386:880363:880364:880361:660048:880387:880388:880411:880416
990092,9,2019-06-04 12:42:39,880367:880365:880366
990092,7,2019-06-04 12:50:40,880367:880366:880365
990092,21,2019-06-18 16:20:13,660051:880365:880383:880425:880367:880366:880382
990093,9,2019-06-04 14:45:06,880370:880368:880369:880371
990093,7,2019-06-04 18:09:25,880371:880368:880369:880370
990093,21,2019-06-17 15:59:19,880318:880371:880368:880369:880322:880320:880370:880086:660046:880177
990094,9,2019-06-04 16:49:59,880373:880372:880374:880375
990094,7,2019-06-05 13:52:22,880372:880373:880374:880375
990094,21,2019-06-07 12:33:45,880372:880373:880374:880375
990095,9,2019-06-04 18:59:46,880381:880376:880380:880378:880379:880377
990095,7,2019-06-05 10:19:21,880378:880376:880379:880377:880381:880380
990095,21,2019-06-11 14:24:40,880396:880286:880392:880393:880376:880394:880262:880381:880391:880001:880263:880264:880378:880379:880377:880390:880380:660049
990096,9,2019-06-04 22:38:52,880382:880383
990096,7,2019-06-05 11:54:06,880382:880383
990096,21,2019-06-05 15:09:08,880382:880383
990097,9,2019-06-05 09:09:19,880387:880384:880389:880386:880388:880385
990097,7,2019-06-05 10:35:51,880384:880389:880386:880385:880387:880388
990097,21,2019-06-06 10:22:29,880384:880389:880386:880385:880387:880388
990098,9,2019-06-05 10:38:26,880396:880392:880393:880391:880395:880390:880394
990098,7,2019-06-05 16:10:22,880396:880392:880393:880395:880390:880394:880391
990098,21,2019-06-17 12:21:04,880396:880392:880393:880286:880395:880376:880394:880262:880391:880001:880263:880264:880378:880379:880390:880377:660049
990099,9,2019-06-05 12:36:39,880397:880398:880400:880399
990099,7,2019-06-05 15:56:57,880397:880399:880398:880400
990099,21,2019-06-12 10:21:55,880359:880397:880487:880399:660058:880400:880398
990100,9,2019-06-05 14:33:05,880403:880401:880404:880402
990100,7,2019-06-06 14:39:13,880403:880404:880401:880402
990100,4,2019-06-26 14:39:13,880327:880696:880698:880719:880695:880692:880326:880650:880406:880401:880402:880403:880697:880405:880334:660057:880407:880647:880409:660098:880694:880721:880404:880700:880466:880717
990100,21,2019-07-15 13:52:20,880327:880696:880698:880719:881000:880695:660163:880692:880326:880650:880406:880401:880402:880403:880697:880405:880334:660057:880407:880647:880409:660098:880694:881012:880721:880998:880404:880691:880700:880466:880717
990101,9,2019-06-05 16:25:58,880408:880405:880407:880406:880409
990101,7,2019-06-07 09:59:13,880405:880407:880409:880408:880406
990101,4,2019-06-27 09:59:13,880327:880332:880569:880408:660071:880326:880406:880403:880405:880407:880334:880409:880465:880404:660057:880466
990101,21,2019-06-27 16:03:31,880327:880332:880569:880408:660071:880326:880406:880403:880405:880407:880334:880409:880465:880404:660057:880466
990102,9,2019-06-05 18:11:43,880412:880415:880413:880411:880416:880410:880414
990102,7,2019-06-06 08:22:07,880413:880410:880412:880415:880411:880416:880414
990102,21,2019-06-06 09:46:36,880413:880410:880412:880415:880411:880416:880414
990103,9,2019-06-05 20:14:44,880417:880418
990103,7,2019-06-12 10:39:44,880417:880418:880362:660062:880413:880363:880385:880410:880415:880247:880414
990103,21,2019-06-12 12:38:15,880417:880418:880362:660062:880413:880363:880385:880410:880415:880247:880414
990104,9,2019-06-05 23:09:03,880421:880420:880422:880419:880423
990104,7,2019-06-07 10:00:10,880421:880419:880420:880422:880423
990104,4,2019-06-27 10:00:10,880421:880434:880498:880419:880445:660068:880496:880420:880435:880436:880155:880504:880495:880503:880422:880433:880505:660054:880423:880437
